# Tetrahedron method
       -6.3703032727        0.0000000000
       -6.0188832497        0.0000000000
       -5.6674632267        0.0000000000
       -5.3160432037        0.0000000000
       -4.9646231808        0.0000000000
       -4.6132031578        0.0000000000
       -4.2617831348        0.0000000000
       -3.9103631118        0.0000000000
       -3.5589430888        0.0000000000
       -3.2075230658        0.0000000000
       -2.8561030428        0.0000000000
       -2.5046830199        0.0000000000
       -2.1532629969        0.0000000000
       -1.8018429739        0.0000000000
       -1.4504229509        0.0000000000
       -1.0990029279        0.0000000000
       -0.7475829049        0.0000000000
       -0.3961628820        0.8644644030
       -0.0447428590        2.4803856421
        0.3066771640        0.9220871877
        0.6580971870        1.9317694800
        1.0095172100        1.2962741578
        1.3609372330        3.0680091490
        1.7123572559        4.6356093227
        2.0637772789        3.7296046920
        2.4151973019        5.6102109944
        2.7666173249        4.6285107117
        3.1180373479        7.2577602001
        3.4694573709        4.6016242382
        3.8208773938        1.6257991266
        4.1722974168        4.4582877530
        4.5237174398        5.0025354690
        4.8751374628        3.7094185893
        5.2265574858        3.8539869929
        5.5779775088        4.7124021576
        5.9293975317        3.3147382176
        6.2808175547        3.9934797731
        6.6322375777        3.8154002219
        6.9836576007        3.7394012359
        7.3350776237        3.7752128079
        7.6864976467        3.5539330875
        8.0379176696        3.5544423715
        8.3893376926        1.7317440802
        8.7407577156        3.6918641948
        9.0921777386        3.6421076478
        9.4435977616        3.9191484448
        9.7950177846        3.7778369396
       10.1464378075        3.6926546578
       10.4978578305        3.9833231901
       10.8492778535        3.7206207191
       11.2006978765        1.7790927113
       11.5521178995        4.2981836610
       11.9035379225        4.1555640793
       12.2549579454        4.9430139321
       12.6063779684        0.4443468223
       12.9577979914        0.4466672517
       13.3092180144        5.8229043275
       13.6606380374        6.3410143386
       14.0120580604        5.6715121992
       14.3634780833        6.5134223764
       14.7148981063        7.2352141526
       15.0663181293        7.6536988580
       15.4177381523       11.8228545577
       15.7691581753       12.4638172673
       16.1205781983       38.1345274794
       16.4719982212        0.4553493124
       16.8234182442        0.4569998280
       17.1748382672        0.4578877880
       17.5262582902        0.4577810229
       17.8776783132        0.4580386745
       18.2290983362        0.4602277614
       18.5805183592        0.4620097013
       18.9319383821        0.4630862571
       19.2833584051        0.4629771499
       19.6347784281        0.4633103739
       19.9861984511        0.4656709720
       20.3376184741        0.4676353301
       20.6890384971        0.4689751598
       21.0404585200        0.4688937705
       21.3918785430        0.4695557473
       21.7432985660        0.4712083577
       22.0947185890        0.4740734760
       22.4461386120        0.4751150965
       22.7975586350        0.4756920673
       23.1489786579        0.4765399119
       23.5003986809        0.4791331288
       23.8518187039        0.4809045636
       24.2032387269        0.4823881328
       24.5546587499        0.4830411714
       24.9060787729        0.4850113619
       25.2574987958        0.4869571675
       25.6089188188        0.4893272280
       25.9603388418        0.4905043775
       26.3117588648        0.4915253453
       26.6631788878        0.4943749279
       27.0145989108        0.4965247290
       27.3660189337        0.4985603237
       27.7174389567        0.4997745009
       28.0688589797        0.5013401587
       28.4202790027        0.5050716810
       28.7716990257        0.5082223953
       29.1231190487        0.5092604829
       29.4745390716        0.5107417580
       29.8259590946        0.5141575593
       30.1773791176        0.5170774936
       30.5287991406        0.5203666231
       30.8802191636        0.5222670009
       31.2316391866        0.5252113048
       31.5830592095        0.5281175419
       31.9344792325        0.5321180484
       32.2858992555        0.5344411179
       32.6373192785        0.5371187678
       32.9887393015        0.5420501867
       33.3401593245        0.5473561767
       33.6915793474        0.5498014897
       34.0429993704        0.5524455632
       34.3944193934        0.5563485607
       34.7458394164        0.5619437088
