-283.240986  0.000000
-271.132876  0.000000
-259.024766  0.000000
-246.916657  0.000000
-234.808547  0.000000
-222.700437  0.000000
-210.592328  0.000000
-198.484218  0.000000
-186.376108  0.000000
-174.267999  0.000003
-162.159889  0.000038
-150.051779  0.000375
-137.943670  0.002618
-125.835560  0.012994
-113.727450  0.045993
-101.619341  0.116946
-89.511231  0.217666
-77.403121  0.311480
-65.295012  0.382456
-53.186902  0.468828
-41.078792  0.603997
-28.970683  0.757567
-16.862573  0.909391
-4.754463  1.198489
7.353646  1.896573
19.461756  3.083926
31.569866  4.387807
43.677975  5.255647
55.786085  5.500093
67.894195  5.360553
80.002304  5.103147
92.110414  4.835674
104.218523  4.607513
116.326633  4.449422
128.434743  4.350848
140.542852  4.281235
152.650962  4.217422
164.759072  4.144192
176.867181  4.053267
188.975291  3.952235
201.083401  3.862622
213.191510  3.800400
225.299620  3.762176
237.407730  3.733440
249.515839  3.706171
261.623949  3.683145
273.732059  3.668476
285.840168  3.662834
297.948278  3.667850
310.056388  3.685779
322.164497  3.714841
334.272607  3.755293
346.380717  3.816259
358.488826  3.908684
370.596936  4.034569
382.705046  4.167816
394.813155  4.235118
406.921265  4.185926
419.029375  4.139350
431.137484  4.325693
443.245594  4.791567
455.353704  5.365362
467.461813  5.963703
479.569923  6.761375
491.678032  8.189079
503.786142  10.913901
515.894252  15.275857
528.002361  19.881462
540.110471  21.392001
552.218581  17.698059
564.326690  10.892154
576.434800  5.005486
588.542910  1.870025
600.651019  0.769641
612.759129  0.508837
624.867239  0.467247
636.975348  0.463542
649.083458  0.464247
661.191568  0.465318
673.299677  0.466458
685.407787  0.467664
697.515897  0.468935
709.624006  0.470263
721.732116  0.471633
733.840226  0.473029
745.948335  0.474436
758.056445  0.475859
770.164555  0.477319
782.272664  0.478833
794.380774  0.480399
806.488884  0.482007
818.596993  0.483655
830.705103  0.485352
842.813213  0.487102
854.921322  0.488902
867.029432  0.490756
879.137542  0.492680
891.245651  0.494681
903.353761  0.496747
915.461870  0.498860
927.569980  0.501020
939.678090  0.503244
951.786199  0.505544
963.894309  0.507922
976.002419  0.510384
988.110528  0.512948
1000.218638  0.515622
1012.326748  0.518397
1024.434857  0.521259
1036.542967  0.524217
1048.651077  0.527291
1060.759186  0.530494
1072.867296  0.533835
1084.975406  0.537332
1097.083515  0.541012
1109.191625  0.544884
1121.299735  0.548937
1133.407844  0.553171
1145.515954  0.557609
1157.624064  0.562277
1169.732173  0.567216
1181.840283  0.572678
1193.948393  0.580170
1206.056502  0.595872
1218.164612  0.635696
1230.272722  0.720645
1242.380831  0.849687
1254.488941  0.977215
1266.597051  1.045799
1278.705160  1.044746
1290.813270  1.010536
1302.921379  0.979335
1315.029489  0.963252
1327.137599  0.960240
1339.245708  0.966574
1351.353818  0.980460
1363.461928  1.001715
1375.570037  1.031468
1387.678147  1.072811
1399.786257  1.132796
1411.894366  1.224755
1424.002476  1.361336
1436.110586  1.519912
1448.218695  1.600277
1460.326805  1.471879
1472.434915  1.127423
1484.543024  0.731569
1496.651134  0.454483
1508.759244  0.328514
1520.867353  0.292669
1532.975463  0.289715
1545.083573  0.294930
1557.191682  0.301946
1569.299792  0.309716
1581.407902  0.318093
1593.516011  0.327016
1605.624121  0.336470
1617.732231  0.346521
1629.840340  0.357306
1641.948450  0.368956
1654.056560  0.381547
1666.164669  0.395293
1678.272779  0.412046
1690.380888  0.442054
1702.488998  0.521601
1714.597108  0.726806
1726.705217  1.125182
1738.813327  1.653757
1750.921437  2.095313
1763.029546  2.276132
1775.137656  2.235751
1787.245766  2.132099
1799.353875  2.069366
1811.461985  2.066357
1823.570095  2.110306
1835.678204  2.191940
1847.786314  2.311835
1859.894424  2.480839
1872.002533  2.725917
1884.110643  3.098308
1896.218753  3.646874
1908.326862  4.288146
1920.434972  4.649155
1932.543082  4.244174
1944.651191  3.040866
1956.759301  1.635205
1968.867411  0.642742
1980.975520  0.181812
1993.083630  0.036663
2005.191740  0.005239
2017.299849  0.000529
2029.407959  0.000038
2041.516069  0.000002
2053.624178  0.000000
2065.732288  0.000000
2077.840397  0.000000
2089.948507  0.000000
2102.056617  0.000000
2114.164726  0.000000
2126.272836  0.000000
2138.380946  0.000000

